web_scraper_order,web_scraper_start_url,nom,prix,adresse,image
"1771781986-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","45 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg"
"1771781986-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets brahman herminés","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg"
"1771781986-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapins","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg"
"1771781986-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin géant","50 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg"
"1771781986-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Cailleteaux","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg"
"1771781986-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons manteau opale","6 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg"
"1771781986-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon","20 000CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg"
"1771781986-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg"
"1771781986-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin metisage","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg"
"1771781986-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Texan","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg"
"1771781986-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Padda de java","20 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg"
"1771781986-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg"
"1771781986-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","13 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg"
"1771781986-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Lahore","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg"
"1771781986-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","3 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg"
"1771781986-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule hollandais","8 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg"
"1771781986-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg"
"1771781990-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","lapins mâle adulte","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg"
"1771781990-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Rex garenne","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg"
"1771781990-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon pan indien","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg"
"1771781990-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg"
"1771781990-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg"
"1771781990-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975768_uploaded_image1_1727986043.jpg"
"1771781990-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coq","3 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975038_uploaded_image1_1727964716.jpg"
"1771781990-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg"
"1771781990-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg"
"1771781990-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg"
"1771781990-650","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets Fermiers","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg"
"1771781990-651","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","25 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg"
"1771781990-652","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1771781990-653","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","couples lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg"
"1771781990-654","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Voyageurs  et boulants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1771781990-655","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","pigeon voyageur","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg"
"1771781990-656","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant Gaditano","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg"
"1771781990-657","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1771781990-658","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin Caillouté Et Porteur Caillouté","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg"
"1771781990-659","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon mondain noir","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg"
"1771781990-660","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pan indien blanc","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg"
"1771781990-661","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons  Texan","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg"
"1771781990-662","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple pigeon mondain blanc","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg"
"1771781990-663","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paires engoura","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg"
"1771781990-664","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Jeune Mondain 2024","150 000CFA","Thiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg"
"1771781990-665","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux métisse Géant et Californien","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg"
"1771781990-666","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Herminé standard","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg"
"1771781990-667","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Mâle brahman Hierminés","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824501_uploaded_image1_1720037293.jpg"
"1771781990-668","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin porteur caillouté paire","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg"
"1771781990-669","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Hermines et cochins","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg"
"1771781990-670","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet du pays","3 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg"
"1771781990-671","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","95 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg"
"1771781990-672","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Jeune couple Mondain","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800310_uploaded_image1_1718745887.jpg"
"1771781990-673","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Texan pionnier","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800306_uploaded_image1_1718745517.jpg"
"1771781990-674","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet race","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4787594_uploaded_image1_1717954434.jpg"
"1771781990-675","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1771781990-676","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapereau fauve de bourgogne","40 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4751808_uploaded_image1_1716133783.jpg"
"1771781990-677","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chair","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1771781990-678","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4738369_uploaded_image1_1715444473.jpg"
"1771781990-679","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons voyageurs","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4729764_uploaded_image1_1715037972.jpg"
"1771781990-680","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet Nègre de soie","35 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg"
"1771781990-681","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora","20 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg"
"1771781990-682","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King mâle","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg"
"1771781990-683","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","13 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg"
"1771781990-684","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mâle voyageur","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690859_uploaded_image1_1713063647.jpg"
"1771781990-685","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple Pigeons voyageur","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg"
"1771781990-686","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mondain écailler","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg"
"1771781990-687","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chair","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4667518_uploaded_image1_1711842967.jpg"
"1771781990-688","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Femelle andalou","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg"
"1771781990-689","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur à manteau","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1771781990-690","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mondain Andalou","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg"
"1771781990-691","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg"
"1771781990-692","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Texan","80 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg"
"1771781990-693","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Mondain","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg"
"1771781990-694","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Œufs à couver","12 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg"
"1771781990-695","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple  Brahma Herminé standard","80 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg"
"1771781990-696","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg"
"1771781990-697","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624925_uploaded_image1_1709567352.jpg"
"1771781990-698","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624920_uploaded_image1_1709567189.jpg"
"1771781990-699","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg"
"1771781990-700","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg"
"1771781990-701","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur Manteau Opale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4621197_uploaded_image1_1709366454.jpg"
"1771781990-702","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin oie","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg"
"1771781990-703","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chairs","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg"
"1771781990-704","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahman bleu Lemon","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg"
"1771781990-705","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4612083_uploaded_image1_1708939903.jpg"
"1771781990-706","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Marans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg"
"1771781990-707","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons couple Mondain","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg"
"1771781990-708","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couples lapereaux","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg"
"1771781990-709","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg"
"1771781990-710","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Modain","160 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1771781990-711","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg"
"1771781990-712","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chaire","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg"
"1771781990-713","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg"
"1771781990-714","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paire pigeon  jeune King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg"
"1771781990-715","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg"
"1771781990-716","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg"
"1771781990-717","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg"
"1771781990-718","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513662_uploaded_image2_1703531881.jpeg"
"1771781990-719","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513225_uploaded_image1_1703497424.jpg"
"1771781990-720","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin fauve male","80 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg"
"1771781990-721","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1771781990-722","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chair","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1771781990-723","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapereau","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg"
"1771781994-724","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin hermine","7 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5786408_uploaded_image1_1771698246.jpg"
"1771781994-725","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5782021_uploaded_image1_1771503339.jpg"
"1771781994-726","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5780864_uploaded_image1_1771450383.jpg"
"1771781994-727","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Brahman herminé","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5778994_uploaded_image1_1771363080.jpg"
"1771781994-728","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lapin 6 mois","35 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5773429_uploaded_image1_1770999151.jpg"
"1771781994-729","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs fécondés","2 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5740994_uploaded_image1_1769368723.jpg"
"1771781994-730","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5717554_uploaded_image1_1768255739.jpg"
"1771781994-731","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin dinde chair","3 500CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714121_uploaded_image1_1768054212.jpg"
"1771781994-732","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693264_uploaded_image1_1766935865.jpg"
"1771781994-733","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674944_uploaded_image1_1765881198.jpg"
"1771781994-734","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon King","60 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5669544_uploaded_image1_1765545674.jpg"
"1771781994-735","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulettes pré ponte de 124 jours","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5655142_uploaded_image2_1764832679.jpeg"
"1771781994-736","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin goliath","300CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5648409_uploaded_image1_1764510412.jpg"
"1771781994-737","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet Goliath","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648319_uploaded_image1_1764504900.jpg"
"1771781994-738","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Voyageur","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg"
"1771781994-739","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahman","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5594420_uploaded_image1_1761683034.jpg"
"1771781994-740","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femmel cailloute","30 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5587969_uploaded_image1_1761236540.jpg"
"1771781994-741","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahman","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5577027_uploaded_image1_1760621886.jpg"
"1771781994-742","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572908_uploaded_image1_1760428902.jpg"
"1771781994-743","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons mondain","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg"
"1771781994-744","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple  Mondain","130 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5541428_uploaded_image1_1758715216.jpg"
"1771781994-745","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon","15 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521622_uploaded_image1_1757666321.jpg"
"1771781994-746","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","40 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg"
